item_id,prompt_id,rung,paraphrase,label,expected_leakage,tokens,disqualified,lcs_ratio,trigram_overlap,verbatim_span_tokens,prompt
s2-014,s2-014-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,46,False,0.615385,0.108108,5,Render a letter lattice titled S2-014 letter lattice: A-D lines with the fixed name/color/noun/verb/number tuples Aster:crimson:glyph:glows:19; Beryl:olive:harbor:halts:28; Cato:amber:atom:arcs:37; Dessa:blue:binary:bends:46 and final checksum L-668.
s2-014,s2-014-r2-p0,2,0,Concept Prompt,non_leaking_candidate,31,False,0.615385,0.135135,5,S2-014 letter lattice; A-D lattice; tuples Aster:crimson:glyph:glows:19 | Beryl:olive:harbor:halts:28 | Cato:amber:atom:arcs:37 | Dessa:blue:binary:bends:46; checksum L-668.
s2-014,s2-014-r2-p1,2,1,Concept Prompt,non_leaking_candidate,31,False,0.512821,0.0,2,Lattice S2-014: Aster/Beryl/Cato/Dessa tuple list Aster:crimson:glyph:glows:19 | Beryl:olive:harbor:halts:28 | Cato:amber:atom:arcs:37 | Dessa:blue:binary:bends:46; L-668.
s2-014,s2-014-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.128205,0.0,2,S2-014 lattice L-668
s2-014,s2-014-r3-p1,3,1,Minimal Cue,non_leaking_candidate,9,False,0.179487,0.0,2,lattice 014: Aster:crimson:glyph:glows:19 ... L-668
s2-015,s2-015-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-015 route receipt
leg 1: go west for 12; mark=P9
leg 2: go north for 4; mark=R3
leg 3: go east for 9; mark=K7
leg 4: go south for 14; mark=M2
total: 39; parity: odd; code: R-816"
s2-015,s2-015-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-015 route receipt
leg 1: go west for 12; mark=P9
leg 2: go north for 4; mark=R3
leg 3: go east for 9; mark=K7
leg 4: go south for 14; mark=M2
total: 39; parity: odd; code: R-816"
s2-015,s2-015-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,41,False,0.581395,0.170732,7,"Create S2-015 route receipt. Print four legs as 'leg i: go direction for distance; mark=mark'. Use leg triples west:12:P9; north:4:R3; east:9:K7; south:14:M2. Then print total 39, parity odd, code R-816."
s2-015,s2-015-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,35,False,0.534884,0.121951,4,"Render a route receipt named S2-015 route receipt; four legs from triples west:12:P9; north:4:R3; east:9:K7; south:14:M2; finish with total 39, parity odd, and code R-816."
s2-015,s2-015-r2-p0,2,0,Concept Prompt,non_leaking_candidate,24,False,0.488372,0.073171,4,S2-015 route receipt; route schema; legs west:12:P9 | north:4:R3 | east:9:K7 | south:14:M2; total 39; odd; R-816.
s2-015,s2-015-r2-p1,2,1,Concept Prompt,non_leaking_candidate,19,False,0.418605,0.0,2,Route S2-015: west:12:P9 | north:4:R3 | east:9:K7 | south:14:M2 -> 39/odd/R-816.
s2-015,s2-015-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.116279,0.02439,3,S2-015 route R-816
s2-015,s2-015-r3-p1,3,1,Minimal Cue,non_leaking_candidate,7,False,0.139535,0.0,2,route 015: west:12:P9 ... R-816
s2-016,s2-016-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-016 arithmetic card
row 1: n=21; n+step=24; n*step=63; glyph=amber
row 2: n=24; n+step=27; n*step=72; glyph=blue
row 3: n=27; n+step=30; n*step=81; glyph=copper
checksum: A-450"
s2-016,s2-016-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-016 arithmetic card
row 1: n=21; n+step=24; n*step=63; glyph=amber
row 2: n=24; n+step=27; n*step=72; glyph=blue
row 3: n=27; n+step=30; n*step=81; glyph=copper
checksum: A-450"
s2-016,s2-016-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,37,False,0.418605,0.076923,4,"Create S2-016 arithmetic card. Use start 21, step 3, three rows. For row r, print n=start+(r-1)*step, n+step, n*step, and the glyph sequence amber, blue, copper. End with checksum A-450."
s2-016,s2-016-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,34,False,0.395349,0.076923,4,"Render an arithmetic card named S2-016 arithmetic card: three numbered rows from start 21 with step 3; include fields n, n+step, n*step, glyph using amber, blue, copper; final checksum A-450."
s2-016,s2-016-r2-p0,2,0,Concept Prompt,non_leaking_candidate,17,False,0.27907,0.102564,4,"S2-016 arithmetic card; arithmetic schema; start 21; step 3; glyphs amber, blue, copper; checksum A-450."
s2-016,s2-016-r2-p1,2,1,Concept Prompt,non_leaking_candidate,16,False,0.255814,0.051282,4,"Arithmetic card S2-016: start 21, step 3, glyph cycle amber/blue/copper, checksum A-450."
s2-016,s2-016-r3-p0,3,0,Minimal Cue,non_leaking_candidate,7,False,0.162791,0.025641,3,S2-016 arithmetic 21/3/A-450
s2-016,s2-016-r3-p1,3,1,Minimal Cue,non_leaking_candidate,6,False,0.116279,0.0,2,"card 016: 21+3, A-450"
s2-017,s2-017-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,43,True,1.0,1.0,39,"Reproduce this text exactly:

S2-017 letter lattice
A. Aster bends the blue binary at 40.
B. Beryl clicks the copper cipher at 49.
C. Cato drifts the jade delta at 58.
D. Dessa echoes the violet ember at 67.
checksum: L-742"
s2-017,s2-017-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,39,"Copy the target verbatim with no extra words:

S2-017 letter lattice
A. Aster bends the blue binary at 40.
B. Beryl clicks the copper cipher at 49.
C. Cato drifts the jade delta at 58.
D. Dessa echoes the violet ember at 67.
checksum: L-742"
s2-017,s2-017-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,55,False,0.641026,0.081081,4,"Create S2-017 letter lattice. Four lettered lines A-D use names Aster, Beryl, Cato, Dessa. For each line write '<letter>. <name> <verb> the <color> <noun> at <number>.' Use values Aster:blue:binary:bends:40; Beryl:copper:cipher:clicks:49; Cato:jade:delta:drifts:58; Dessa:violet:ember:echoes:67. End with checksum L-742."
s2-017,s2-017-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,46,False,0.615385,0.108108,5,Render a letter lattice titled S2-017 letter lattice: A-D lines with the fixed name/color/noun/verb/number tuples Aster:blue:binary:bends:40; Beryl:copper:cipher:clicks:49; Cato:jade:delta:drifts:58; Dessa:violet:ember:echoes:67 and final checksum L-742.
s2-017,s2-017-r2-p0,2,0,Concept Prompt,non_leaking_candidate,31,False,0.615385,0.135135,5,S2-017 letter lattice; A-D lattice; tuples Aster:blue:binary:bends:40 | Beryl:copper:cipher:clicks:49 | Cato:jade:delta:drifts:58 | Dessa:violet:ember:echoes:67; checksum L-742.
s2-017,s2-017-r2-p1,2,1,Concept Prompt,non_leaking_candidate,31,False,0.512821,0.0,2,Lattice S2-017: Aster/Beryl/Cato/Dessa tuple list Aster:blue:binary:bends:40 | Beryl:copper:cipher:clicks:49 | Cato:jade:delta:drifts:58 | Dessa:violet:ember:echoes:67; L-742.
s2-017,s2-017-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.128205,0.0,2,S2-017 lattice L-742
s2-017,s2-017-r3-p1,3,1,Minimal Cue,non_leaking_candidate,9,False,0.179487,0.0,2,lattice 017: Aster:blue:binary:bends:40 ... L-742
s2-018,s2-018-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-018 route receipt
leg 1: go south for 5; mark=M2
leg 2: go west for 13; mark=Q5
leg 3: go north for 8; mark=T8
leg 4: go east for 3; mark=N4
total: 29; parity: odd; code: R-641"
s2-018,s2-018-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-018 route receipt
leg 1: go south for 5; mark=M2
leg 2: go west for 13; mark=Q5
leg 3: go north for 8; mark=T8
leg 4: go east for 3; mark=N4
total: 29; parity: odd; code: R-641"
s2-018,s2-018-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,41,False,0.581395,0.170732,7,"Create S2-018 route receipt. Print four legs as 'leg i: go direction for distance; mark=mark'. Use leg triples south:5:M2; west:13:Q5; north:8:T8; east:3:N4. Then print total 29, parity odd, code R-641."
s2-018,s2-018-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,35,False,0.534884,0.121951,4,"Render a route receipt named S2-018 route receipt; four legs from triples south:5:M2; west:13:Q5; north:8:T8; east:3:N4; finish with total 29, parity odd, and code R-641."
s2-018,s2-018-r2-p0,2,0,Concept Prompt,non_leaking_candidate,24,False,0.488372,0.073171,4,S2-018 route receipt; route schema; legs south:5:M2 | west:13:Q5 | north:8:T8 | east:3:N4; total 29; odd; R-641.
s2-018,s2-018-r2-p1,2,1,Concept Prompt,non_leaking_candidate,19,False,0.418605,0.0,2,Route S2-018: south:5:M2 | west:13:Q5 | north:8:T8 | east:3:N4 -> 29/odd/R-641.
s2-018,s2-018-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.116279,0.02439,3,S2-018 route R-641
s2-018,s2-018-r3-p1,3,1,Minimal Cue,non_leaking_candidate,7,False,0.139535,0.0,2,route 018: south:5:M2 ... R-641
s2-019,s2-019-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-019 arithmetic card
row 1: n=24; n+step=30; n*step=144; glyph=jade
row 2: n=30; n+step=36; n*step=180; glyph=violet
row 3: n=36; n+step=42; n*step=216; glyph=silver
checksum: A-594"
s2-019,s2-019-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-019 arithmetic card
row 1: n=24; n+step=30; n*step=144; glyph=jade
row 2: n=30; n+step=36; n*step=180; glyph=violet
row 3: n=36; n+step=42; n*step=216; glyph=silver
checksum: A-594"
s2-019,s2-019-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,37,False,0.418605,0.076923,4,"Create S2-019 arithmetic card. Use start 24, step 6, three rows. For row r, print n=start+(r-1)*step, n+step, n*step, and the glyph sequence jade, violet, silver. End with checksum A-594."
s2-019,s2-019-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,34,False,0.395349,0.076923,4,"Render an arithmetic card named S2-019 arithmetic card: three numbered rows from start 24 with step 6; include fields n, n+step, n*step, glyph using jade, violet, silver; final checksum A-594."
s2-019,s2-019-r2-p0,2,0,Concept Prompt,non_leaking_candidate,17,False,0.27907,0.102564,4,"S2-019 arithmetic card; arithmetic schema; start 24; step 6; glyphs jade, violet, silver; checksum A-594."
s2-019,s2-019-r2-p1,2,1,Concept Prompt,non_leaking_candidate,16,False,0.255814,0.051282,4,"Arithmetic card S2-019: start 24, step 6, glyph cycle jade/violet/silver, checksum A-594."
s2-019,s2-019-r3-p0,3,0,Minimal Cue,non_leaking_candidate,7,False,0.139535,0.025641,3,S2-019 arithmetic 24/6/A-594
s2-019,s2-019-r3-p1,3,1,Minimal Cue,non_leaking_candidate,6,False,0.093023,0.0,2,"card 019: 24+6, A-594"
s2-020,s2-020-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,43,True,1.0,1.0,39,"Reproduce this text exactly:

S2-020 letter lattice
A. Aster echoes the violet ember at 61.
B. Beryl folds the silver fable at 70.
C. Cato glows the crimson glyph at 79.
D. Dessa halts the olive harbor at 88.
checksum: L-904"
s2-020,s2-020-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,39,"Copy the target verbatim with no extra words:

S2-020 letter lattice
A. Aster echoes the violet ember at 61.
B. Beryl folds the silver fable at 70.
C. Cato glows the crimson glyph at 79.
D. Dessa halts the olive harbor at 88.
checksum: L-904"
s2-020,s2-020-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,55,False,0.641026,0.081081,4,"Create S2-020 letter lattice. Four lettered lines A-D use names Aster, Beryl, Cato, Dessa. For each line write '<letter>. <name> <verb> the <color> <noun> at <number>.' Use values Aster:violet:ember:echoes:61; Beryl:silver:fable:folds:70; Cato:crimson:glyph:glows:79; Dessa:olive:harbor:halts:88. End with checksum L-904."
s2-020,s2-020-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,46,False,0.615385,0.108108,5,Render a letter lattice titled S2-020 letter lattice: A-D lines with the fixed name/color/noun/verb/number tuples Aster:violet:ember:echoes:61; Beryl:silver:fable:folds:70; Cato:crimson:glyph:glows:79; Dessa:olive:harbor:halts:88 and final checksum L-904.
s2-020,s2-020-r2-p0,2,0,Concept Prompt,non_leaking_candidate,31,False,0.615385,0.135135,5,S2-020 letter lattice; A-D lattice; tuples Aster:violet:ember:echoes:61 | Beryl:silver:fable:folds:70 | Cato:crimson:glyph:glows:79 | Dessa:olive:harbor:halts:88; checksum L-904.
s2-020,s2-020-r2-p1,2,1,Concept Prompt,non_leaking_candidate,31,False,0.512821,0.0,2,Lattice S2-020: Aster/Beryl/Cato/Dessa tuple list Aster:violet:ember:echoes:61 | Beryl:silver:fable:folds:70 | Cato:crimson:glyph:glows:79 | Dessa:olive:harbor:halts:88; L-904.
s2-020,s2-020-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.128205,0.0,2,S2-020 lattice L-904
s2-020,s2-020-r3-p1,3,1,Minimal Cue,non_leaking_candidate,9,False,0.179487,0.0,2,lattice 020: Aster:violet:ember:echoes:61 ... L-904
s2-021,s2-021-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-021 route receipt
leg 1: go east for 11; mark=N4
leg 2: go south for 9; mark=V6
leg 3: go west for 7; mark=P9
leg 4: go north for 5; mark=R3
total: 32; parity: even; code: R-713"
s2-021,s2-021-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-021 route receipt
leg 1: go east for 11; mark=N4
leg 2: go south for 9; mark=V6
leg 3: go west for 7; mark=P9
leg 4: go north for 5; mark=R3
total: 32; parity: even; code: R-713"
s2-021,s2-021-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,41,False,0.581395,0.170732,7,"Create S2-021 route receipt. Print four legs as 'leg i: go direction for distance; mark=mark'. Use leg triples east:11:N4; south:9:V6; west:7:P9; north:5:R3. Then print total 32, parity even, code R-713."
s2-021,s2-021-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,35,False,0.534884,0.121951,4,"Render a route receipt named S2-021 route receipt; four legs from triples east:11:N4; south:9:V6; west:7:P9; north:5:R3; finish with total 32, parity even, and code R-713."
s2-021,s2-021-r2-p0,2,0,Concept Prompt,non_leaking_candidate,24,False,0.488372,0.073171,4,S2-021 route receipt; route schema; legs east:11:N4 | south:9:V6 | west:7:P9 | north:5:R3; total 32; even; R-713.
s2-021,s2-021-r2-p1,2,1,Concept Prompt,non_leaking_candidate,19,False,0.418605,0.0,2,Route S2-021: east:11:N4 | south:9:V6 | west:7:P9 | north:5:R3 -> 32/even/R-713.
s2-021,s2-021-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.116279,0.02439,3,S2-021 route R-713
s2-021,s2-021-r3-p1,3,1,Minimal Cue,non_leaking_candidate,7,False,0.139535,0.0,2,route 021: east:11:N4 ... R-713
s2-022,s2-022-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-022 arithmetic card
row 1: n=27; n+step=31; n*step=108; glyph=crimson
row 2: n=31; n+step=35; n*step=124; glyph=olive
row 3: n=35; n+step=39; n*step=140; glyph=amber
checksum: A-583"
s2-022,s2-022-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-022 arithmetic card
row 1: n=27; n+step=31; n*step=108; glyph=crimson
row 2: n=31; n+step=35; n*step=124; glyph=olive
row 3: n=35; n+step=39; n*step=140; glyph=amber
checksum: A-583"
s2-022,s2-022-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,37,False,0.418605,0.076923,4,"Create S2-022 arithmetic card. Use start 27, step 4, three rows. For row r, print n=start+(r-1)*step, n+step, n*step, and the glyph sequence crimson, olive, amber. End with checksum A-583."
s2-022,s2-022-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,34,False,0.395349,0.076923,4,"Render an arithmetic card named S2-022 arithmetic card: three numbered rows from start 27 with step 4; include fields n, n+step, n*step, glyph using crimson, olive, amber; final checksum A-583."
s2-022,s2-022-r2-p0,2,0,Concept Prompt,non_leaking_candidate,17,False,0.27907,0.102564,4,"S2-022 arithmetic card; arithmetic schema; start 27; step 4; glyphs crimson, olive, amber; checksum A-583."
s2-022,s2-022-r2-p1,2,1,Concept Prompt,non_leaking_candidate,16,False,0.255814,0.051282,4,"Arithmetic card S2-022: start 27, step 4, glyph cycle crimson/olive/amber, checksum A-583."
s2-022,s2-022-r3-p0,3,0,Minimal Cue,non_leaking_candidate,7,False,0.139535,0.025641,3,S2-022 arithmetic 27/4/A-583
s2-022,s2-022-r3-p1,3,1,Minimal Cue,non_leaking_candidate,6,False,0.093023,0.0,2,"card 022: 27+4, A-583"
s2-023,s2-023-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,43,True,1.0,1.0,39,"Reproduce this text exactly:

S2-023 letter lattice
A. Aster halts the olive harbor at 82.
B. Beryl arcs the amber atom at 91.
C. Cato bends the blue binary at 11.
D. Dessa clicks the copper cipher at 20.
checksum: L-069"
s2-023,s2-023-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,39,"Copy the target verbatim with no extra words:

S2-023 letter lattice
A. Aster halts the olive harbor at 82.
B. Beryl arcs the amber atom at 91.
C. Cato bends the blue binary at 11.
D. Dessa clicks the copper cipher at 20.
checksum: L-069"
s2-023,s2-023-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,55,False,0.641026,0.081081,4,"Create S2-023 letter lattice. Four lettered lines A-D use names Aster, Beryl, Cato, Dessa. For each line write '<letter>. <name> <verb> the <color> <noun> at <number>.' Use values Aster:olive:harbor:halts:82; Beryl:amber:atom:arcs:91; Cato:blue:binary:bends:11; Dessa:copper:cipher:clicks:20. End with checksum L-069."
s2-023,s2-023-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,46,False,0.615385,0.108108,5,Render a letter lattice titled S2-023 letter lattice: A-D lines with the fixed name/color/noun/verb/number tuples Aster:olive:harbor:halts:82; Beryl:amber:atom:arcs:91; Cato:blue:binary:bends:11; Dessa:copper:cipher:clicks:20 and final checksum L-069.
s2-023,s2-023-r2-p0,2,0,Concept Prompt,non_leaking_candidate,31,False,0.615385,0.135135,5,S2-023 letter lattice; A-D lattice; tuples Aster:olive:harbor:halts:82 | Beryl:amber:atom:arcs:91 | Cato:blue:binary:bends:11 | Dessa:copper:cipher:clicks:20; checksum L-069.
s2-023,s2-023-r2-p1,2,1,Concept Prompt,non_leaking_candidate,31,False,0.512821,0.0,2,Lattice S2-023: Aster/Beryl/Cato/Dessa tuple list Aster:olive:harbor:halts:82 | Beryl:amber:atom:arcs:91 | Cato:blue:binary:bends:11 | Dessa:copper:cipher:clicks:20; L-069.
s2-023,s2-023-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.128205,0.0,2,S2-023 lattice L-069
s2-023,s2-023-r3-p1,3,1,Minimal Cue,non_leaking_candidate,9,False,0.179487,0.0,2,lattice 023: Aster:olive:harbor:halts:82 ... L-069
s2-024,s2-024-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-024 route receipt
leg 1: go north for 4; mark=R3
leg 2: go east for 5; mark=K7
leg 3: go south for 6; mark=M2
leg 4: go west for 7; mark=Q5
total: 22; parity: even; code: R-538"
s2-024,s2-024-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-024 route receipt
leg 1: go north for 4; mark=R3
leg 2: go east for 5; mark=K7
leg 3: go south for 6; mark=M2
leg 4: go west for 7; mark=Q5
total: 22; parity: even; code: R-538"
s2-024,s2-024-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,41,False,0.581395,0.170732,7,"Create S2-024 route receipt. Print four legs as 'leg i: go direction for distance; mark=mark'. Use leg triples north:4:R3; east:5:K7; south:6:M2; west:7:Q5. Then print total 22, parity even, code R-538."
s2-024,s2-024-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,35,False,0.534884,0.121951,4,"Render a route receipt named S2-024 route receipt; four legs from triples north:4:R3; east:5:K7; south:6:M2; west:7:Q5; finish with total 22, parity even, and code R-538."
s2-024,s2-024-r2-p0,2,0,Concept Prompt,non_leaking_candidate,24,False,0.488372,0.073171,4,S2-024 route receipt; route schema; legs north:4:R3 | east:5:K7 | south:6:M2 | west:7:Q5; total 22; even; R-538.
s2-024,s2-024-r2-p1,2,1,Concept Prompt,non_leaking_candidate,19,False,0.418605,0.0,2,Route S2-024: north:4:R3 | east:5:K7 | south:6:M2 | west:7:Q5 -> 22/even/R-538.
s2-024,s2-024-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.116279,0.02439,3,S2-024 route R-538
s2-024,s2-024-r3-p1,3,1,Minimal Cue,non_leaking_candidate,7,False,0.139535,0.0,2,route 024: north:4:R3 ... R-538
s2-025,s2-025-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-025 arithmetic card
row 1: n=30; n+step=32; n*step=60; glyph=blue
row 2: n=32; n+step=34; n*step=64; glyph=copper
row 3: n=34; n+step=36; n*step=68; glyph=jade
checksum: A-572"
s2-025,s2-025-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-025 arithmetic card
row 1: n=30; n+step=32; n*step=60; glyph=blue
row 2: n=32; n+step=34; n*step=64; glyph=copper
row 3: n=34; n+step=36; n*step=68; glyph=jade
checksum: A-572"
s2-025,s2-025-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,37,False,0.418605,0.076923,4,"Create S2-025 arithmetic card. Use start 30, step 2, three rows. For row r, print n=start+(r-1)*step, n+step, n*step, and the glyph sequence blue, copper, jade. End with checksum A-572."
s2-025,s2-025-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,34,False,0.418605,0.076923,4,"Render an arithmetic card named S2-025 arithmetic card: three numbered rows from start 30 with step 2; include fields n, n+step, n*step, glyph using blue, copper, jade; final checksum A-572."
s2-025,s2-025-r2-p0,2,0,Concept Prompt,non_leaking_candidate,17,False,0.27907,0.102564,4,"S2-025 arithmetic card; arithmetic schema; start 30; step 2; glyphs blue, copper, jade; checksum A-572."
s2-025,s2-025-r2-p1,2,1,Concept Prompt,non_leaking_candidate,16,False,0.255814,0.051282,4,"Arithmetic card S2-025: start 30, step 2, glyph cycle blue/copper/jade, checksum A-572."
s2-025,s2-025-r3-p0,3,0,Minimal Cue,non_leaking_candidate,7,False,0.162791,0.025641,3,S2-025 arithmetic 30/2/A-572
s2-025,s2-025-r3-p1,3,1,Minimal Cue,non_leaking_candidate,6,False,0.116279,0.0,2,"card 025: 30+2, A-572"
s2-026,s2-026-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,43,True,1.0,1.0,39,"Reproduce this text exactly:

S2-026 letter lattice
A. Aster clicks the copper cipher at 14.
B. Beryl drifts the jade delta at 23.
C. Cato echoes the violet ember at 32.
D. Dessa folds the silver fable at 41.
checksum: L-143"
s2-026,s2-026-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,39,"Copy the target verbatim with no extra words:

S2-026 letter lattice
A. Aster clicks the copper cipher at 14.
B. Beryl drifts the jade delta at 23.
C. Cato echoes the violet ember at 32.
D. Dessa folds the silver fable at 41.
checksum: L-143"
s2-026,s2-026-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,55,False,0.641026,0.081081,4,"Create S2-026 letter lattice. Four lettered lines A-D use names Aster, Beryl, Cato, Dessa. For each line write '<letter>. <name> <verb> the <color> <noun> at <number>.' Use values Aster:copper:cipher:clicks:14; Beryl:jade:delta:drifts:23; Cato:violet:ember:echoes:32; Dessa:silver:fable:folds:41. End with checksum L-143."
s2-026,s2-026-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,46,False,0.615385,0.108108,5,Render a letter lattice titled S2-026 letter lattice: A-D lines with the fixed name/color/noun/verb/number tuples Aster:copper:cipher:clicks:14; Beryl:jade:delta:drifts:23; Cato:violet:ember:echoes:32; Dessa:silver:fable:folds:41 and final checksum L-143.
s2-026,s2-026-r2-p0,2,0,Concept Prompt,non_leaking_candidate,31,False,0.615385,0.135135,5,S2-026 letter lattice; A-D lattice; tuples Aster:copper:cipher:clicks:14 | Beryl:jade:delta:drifts:23 | Cato:violet:ember:echoes:32 | Dessa:silver:fable:folds:41; checksum L-143.
s2-026,s2-026-r2-p1,2,1,Concept Prompt,non_leaking_candidate,31,False,0.512821,0.0,2,Lattice S2-026: Aster/Beryl/Cato/Dessa tuple list Aster:copper:cipher:clicks:14 | Beryl:jade:delta:drifts:23 | Cato:violet:ember:echoes:32 | Dessa:silver:fable:folds:41; L-143.
s2-026,s2-026-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.128205,0.0,2,S2-026 lattice L-143
s2-026,s2-026-r3-p1,3,1,Minimal Cue,non_leaking_candidate,9,False,0.179487,0.0,2,lattice 026: Aster:copper:cipher:clicks:14 ... L-143
s2-027,s2-027-r0-p0,0,0,Explicit Reconstruction,leaky_anchor,47,True,1.0,1.0,43,"Reproduce this text exactly:

S2-027 route receipt
leg 1: go west for 10; mark=Q5
leg 2: go north for 14; mark=T8
leg 3: go east for 5; mark=N4
leg 4: go south for 9; mark=V6
total: 38; parity: even; code: R-857"
s2-027,s2-027-r0-p1,0,1,Explicit Reconstruction,leaky_anchor,51,True,1.0,1.0,43,"Copy the target verbatim with no extra words:

S2-027 route receipt
leg 1: go west for 10; mark=Q5
leg 2: go north for 14; mark=T8
leg 3: go east for 5; mark=N4
leg 4: go south for 9; mark=V6
total: 38; parity: even; code: R-857"
s2-027,s2-027-r1-p0,1,0,Descriptive Rule,non_leaking_candidate,41,False,0.581395,0.170732,7,"Create S2-027 route receipt. Print four legs as 'leg i: go direction for distance; mark=mark'. Use leg triples west:10:Q5; north:14:T8; east:5:N4; south:9:V6. Then print total 38, parity even, code R-857."
s2-027,s2-027-r1-p1,1,1,Descriptive Rule,non_leaking_candidate,35,False,0.534884,0.121951,4,"Render a route receipt named S2-027 route receipt; four legs from triples west:10:Q5; north:14:T8; east:5:N4; south:9:V6; finish with total 38, parity even, and code R-857."
s2-027,s2-027-r2-p0,2,0,Concept Prompt,non_leaking_candidate,24,False,0.488372,0.073171,4,S2-027 route receipt; route schema; legs west:10:Q5 | north:14:T8 | east:5:N4 | south:9:V6; total 38; even; R-857.
s2-027,s2-027-r2-p1,2,1,Concept Prompt,non_leaking_candidate,19,False,0.418605,0.0,2,Route S2-027: west:10:Q5 | north:14:T8 | east:5:N4 | south:9:V6 -> 38/even/R-857.
s2-027,s2-027-r3-p0,3,0,Minimal Cue,non_leaking_candidate,5,False,0.116279,0.02439,3,S2-027 route R-857
s2-027,s2-027-r3-p1,3,1,Minimal Cue,non_leaking_candidate,7,False,0.139535,0.0,2,route 027: west:10:Q5 ... R-857
